         472639 function calls (450277 primitive calls) in 1.746 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:82(DefineGenericBaseClass)
        1    0.000    0.000    0.000    0.000 namespace.py:22(ImplicitNamespaceValue)
        1    0.000    0.000    0.000    0.000 pydoc.py:580(HTMLDoc)
       36    0.000    0.000    0.000    0.000 basevalidators.py:1907(<genexpr>)
       85    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 python.py:722(PythonTracebackLexer)
        1    0.000    0.000    0.000    0.000 function.py:202(BaseFunctionExecutionContext)
       22    0.000    0.000    0.000    0.000 typing.py:479(__repr__)
        1    0.000    0.000    0.000    0.000 python.py:779(Python2TracebackLexer)
        1    0.000    0.000    0.000    0.000 iterable.py:38(GeneratorBase)
       84    0.000    0.000    0.000    0.000 main.py:261(<lambda>)
        3    0.000    0.000    0.000    0.000 display.py:42(__getattr__)
        1    0.000    0.000    0.000    0.000 mixed.py:111(MixedName)
        8    0.000    0.000    0.000    0.000 sysconfig.py:244(_subst_vars)
        1    0.000    0.000    0.000    0.000 containers.py:191(_Split)
        1    0.000    0.000    0.000    0.000 errors.py:249(_Context)
        1    0.000    0.000    0.000    0.000 auto.py:24(AutoMagics)
        1    0.000    0.000    0.000    0.000 _template.py:5(__init__)
       48    0.000    0.000    0.000    0.000 dataclasses.py:1106(<genexpr>)
        2    0.000    0.000    0.000    0.000 basevalidators.py:2630(__init__)
        8    0.000    0.000    0.000    0.000 packer.py:24(to_float)
       11    0.000    0.000    0.000    0.000 magic_arguments.py:230(__init__)
        1    0.000    0.000    0.000    0.000 prefilter.py:414(IPyAutocallChecker)
       35    0.000    0.000    0.000    0.000 magic_arguments.py:256(__init__)
        7    0.000    0.000    0.000    0.000 cache.py:52(inference_state_function_cache)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
        1    0.000    0.000    0.000    0.000 containers.py:1385(Window)
       81    0.000    0.000    0.000    0.000 main.py:283(<lambda>)
        1    0.000    0.000    0.000    0.000 ultratb.py:789(VerboseTB)
       13    0.000    0.000    0.000    0.000 minidom.py:1021(__init__)
       19    0.000    0.000    0.000    0.000 enum.py:1232(__hash__)
        2    0.000    0.000    0.000    0.000 _y.py:5(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:3343(Container)
        1    0.000    0.000    0.000    0.000 traitlets.py:2585(Int)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _x.py:5(__init__)
       48    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 traitlets.py:3647(__init__)
        1    0.000    0.000    0.000    0.000 pdb.py:165(_ModuleTarget)
       14    0.000    0.000    0.000    0.000 completer.py:776(wrapper)
        5    0.000    0.000    0.000    0.000 cache.py:67(decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:350(AccessHandle)
        1    0.000    0.000    0.000    0.000 docs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 basevalidators.py:2549(__init__)
        1    0.000    0.000    0.000    0.000 tree.py:288(Leaf)
       14    0.000    0.000    0.000    0.000 typing.py:2892(<listcomp>)
        1    0.000    0.000    0.000    0.000 _title.py:5(__init__)
        1    0.000    0.000    0.000    0.000 ultratb.py:721(FrameInfo)
        2    0.000    0.000    0.000    0.000 _z.py:5(__init__)
        1    0.000    0.000    0.000    0.000 prefilter.py:446(AutoMagicChecker)
        1    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       10    0.000    0.000    0.000    0.000 basedatatypes.py:5474(_dispatch_change_callbacks)
        7    0.000    0.000    0.000    0.000 dataclasses.py:1017(<listcomp>)
       14    0.000    0.000    0.000    0.000 minidom.py:1573(__init__)
        1    0.000    0.000    0.000    0.000 scroll.py:1(<module>)
        2    0.000    0.000    0.000    0.000 main.py:566(<lambda>)
       11    0.000    0.000    0.000    0.000 basevalidators.py:2452(compute_graph_obj_module_str)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        7    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
        3    0.000    0.000    0.000    0.000 basevalidators.py:634(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:21(<dictcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1154(_SubParsersAction)
        2    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 sentinel.py:10(Sentinel)
        1    0.000    0.000    0.000    0.000 vt100.py:389(Vt100_Output)
        1    0.000    0.000    0.000    0.000 debugger.py:163(decorate_fn_with_doc)
        1    0.000    0.000    0.000    0.000 errors.py:379(ErrorFinder)
        1    0.000    0.000    0.000    0.000 coloransi.py:164(set_active_scheme)
        5    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:479(<listcomp>)
        1    0.000    0.000    0.000    0.000 layout.py:29(Layout)
        1    0.000    0.000    0.000    0.000 base.py:320(_PseudoTreeNameClass)
        1    0.000    0.000    0.000    0.000 _mode.py:5(__init__)
       68    0.000    0.000    0.000    0.000 main.py:305(<lambda>)
        1    0.000    0.000    0.000    0.000 _xaxis.py:5(__init__)
       40    0.000    0.000    0.000    0.000 basevalidators.py:1331(numbers_allowed)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:186(TokenTransformBase)
        1    0.000    0.000    0.000    0.000 environment.py:56(Environment)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 value.py:435(CompiledValueFilter)
        1    0.000    0.000    0.000    0.000 _zaxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 _size.py:5(__init__)
        6    0.000    0.000    0.000    0.000 basevalidators.py:909(validate_coerce)
        2    0.000    0.000    0.000    0.000 basevalidators.py:991(__init__)
        4    0.000    0.000    0.000    0.000 util.py:122(make_analysator)
        1    0.000    0.000    0.000    0.000 filters.py:286(SpecialMethodFilter)
        1    0.000    0.000    0.000    0.000 plain_text.py:16(PlainTextOutput)
        1    0.000    0.000    0.000    0.000 utils.py:135(__init__)
        1    0.000    0.000    0.000    0.000 debugger.py:28(TerminalPdb)
        3    0.000    0.000    0.000    0.000 enum.py:1339(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:454(TypedDict)
        1    0.000    0.000    0.000    0.000 _textfont.py:5(__init__)
        1    0.000    0.000    0.000    0.000 _width.py:5(__init__)
       83    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'decimal.Decimal' objects}
        1    0.000    0.000    0.000    0.000 handlers.py:734(SysLogHandler)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 names.py:269(TreeNameDefinition)
        1    0.000    0.000    0.000    0.000 completer.py:627(CompletionContext)
        1    0.000    0.000    0.000    0.000 _scene.py:5(__init__)
        1    0.000    0.000    0.000    0.000 containers.py:1099(WindowRenderInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:1546(Document)
        1    0.000    0.000    0.000    0.000 screen.py:20(Char)
        1    0.000    0.000    0.000    0.000 ultratb.py:1412(SyntaxTB)
        3    0.000    0.000    0.000    0.000 traitlets.py:1148(validate)
        1    0.000    0.000    0.000    0.000 prefilter.py:470(PythonOpsChecker)
        1    0.000    0.000    0.000    0.000 menus.py:353(MenuItem)
        1    0.000    0.000    0.000    0.000 cache.py:80(decorator)
        1    0.000    0.000    0.000    0.000 value.py:25(CheckAttribute)
        1    0.000    0.000    0.000    0.000 stub_value.py:9(StubModuleValue)
        1    0.000    0.000    0.000    0.000 __init__.py:701(Interpreter)
        2    0.000    0.000    0.000    0.000 argparse.py:1004(__init__)
       11    0.000    0.000    0.000    0.000 compilerop.py:47(<genexpr>)
        1    0.000    0.000    0.000    0.000 prefilter.py:402(MacroChecker)
        1    0.000    0.000    0.000    0.000 cache.py:89(func)
       42    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        8    0.000    0.000    0.000    0.000 dataclasses.py:327(__set_name__)
       35    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    0.000    0.000 sysconfig.py:253(_extend_dict)
        1    0.000    0.000    0.000    0.000 prefilter.py:428(AssignmentChecker)
        1    0.000    0.000    0.000    0.000 utils.py:17(_ExplodedList)
        1    0.000    0.000    0.000    0.000 arguments.py:166(TreeArguments)
        1    0.000    0.000    0.000    0.000 tree.py:892(ImportName)
        2    0.000    0.000    0.000    0.000 basevalidators.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 typeshed.py:96(import_module_decorator)
        1    0.000    0.000    0.000    0.000 _yaxis.py:5(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       63    0.000    0.000    0.000    0.000 typing.py:2287(cast)
        1    0.000    0.000    0.000    0.000 traitlets.py:2815(Complex)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:208(ExecutionInfo)
       35    0.000    0.000    0.000    0.000 argparse.py:669(_get_help_string)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 filecmp.py:88(dircmp)
        5    0.000    0.000    0.000    0.000 inspect.py:2075(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 debugger.py:159(strip_indentation)
        1    0.000    0.000    0.000    0.000 _process_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:318(ProgressBarCounter)
        1    0.000    0.000    0.000    0.000 dimension.py:86(exact)
        1    0.000    0.000    0.000    0.000 traitlets.py:2701(Float)
        5    0.000    0.000    0.000    0.000 base.py:188(__init__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        4    0.000    0.000    0.000    0.000 basedatatypes.py:295(_axis_spanning_shapes_docstr)
        1    0.000    0.000    0.000    0.000 coloransi.py:120(copy)
        1    0.000    0.000    0.000    0.000 pdb.py:125(_ScriptTarget)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2752(__init__)
       11    0.000    0.000    0.000    0.000 executing.py:500(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:1625(<listcomp>)
        1    0.000    0.000    0.000    0.000 instance.py:26(InstanceExecutedParamName)
        1    0.000    0.000    0.000    0.000 _j.py:5(__init__)
        1    0.000    0.000    0.000    0.000 iterable.py:416(DictLiteralValue)
        1    0.000    0.000    0.000    0.000 ipapp.py:166(LocateIPythonApp)
        6    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        6    0.000    0.000    0.000    0.000 basedatatypes.py:145(_prepend_dot_if_not_number)
        1    0.000    0.000    0.000    0.000 extension.py:24(ExtensionMagics)
        1    0.000    0.000    0.000    0.000 _height.py:5(__init__)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 vi_state.py:35(ViState)
        2    0.000    0.000    0.000    0.000 uuid.py:280(__str__)
        1    0.000    0.000    0.000    0.000 parser_cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 crashhandler.py:87(CrashHandler)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:444(HelpEnd)
        1    0.000    0.000    0.000    0.000 base.py:20(Input)
        1    0.000    0.000    0.000    0.000 base.py:112(TextArea)
        1    0.000    0.000    0.000    0.000 iterable.py:130(ComprehensionMixin)
        6    0.000    0.000    0.000    0.000 basevalidators.py:2130(<dictcomp>)
        1    0.000    0.000    0.000    0.000 auto_match.py:1(<module>)
       43    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 interactiveshell.py:245(ExecutionResult)
        4    0.000    0.000    0.000    0.000 enum.py:1357(_iter_member_by_value_)
        7    0.000    0.000    0.000    0.000 dataclasses.py:346(__init__)
        1    0.000    0.000    0.000    0.000 parser_utils.py:216(_get_parent_scope_cache)
        1    0.000    0.000    0.000    0.000 formatters.py:730(MarkdownFormatter)
       41    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
       11    0.000    0.000    0.000    0.000 typing.py:947(_is_typevar_like)
       48    0.000    0.000    0.000    0.000 inspect.py:2730(annotation)
        3    0.000    0.000    0.000    0.000 pathlib.py:777(parent)
        1    0.000    0.000    0.000    0.000 configurable.py:517(SingletonConfigurable)
        1    0.000    0.000    0.000    0.000 instance.py:191(_BaseTreeInstance)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       21    0.000    0.000    0.000    0.000 traitlets.py:1269(__init__)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
       18    0.000    0.000    0.000    0.000 minidom.py:701(_ensure_attributes)
        1    0.000    0.000    0.000    0.000 tokenize.py:234(Token)
        1    0.000    0.000    0.000    0.000 utils.py:25(PlotlyJSONEncoder)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2539(__init__)
       18    0.000    0.000    0.000    0.000 utils.py:137(__init__)
        1    0.000    0.000    0.000    0.000 _flatshading.py:5(__init__)
        1    0.000    0.000    0.000    0.000 copyreg.py:113(_slotnames)
        1    0.000    0.000    0.000    0.000 base.py:408(BaseTypingInstance)
        1    0.000    0.000    0.000    0.000 completion.py:124(Completion)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:456(FilterVisibilityController)
        1    0.000    0.000    0.000    0.000 module.py:137(ModuleValue)
        1    0.000    0.000    0.000    0.000 release.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:14(JsonConfig)
        7    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 stdlib.py:386(PropertyObject)
       15    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
       20    0.000    0.000    0.000    0.000 basedatatypes.py:2259(<listcomp>)
        1    0.000    0.000    0.000    0.000 basevalidators.py:416(EnumeratedValidator)
        1    0.000    0.000    0.000    0.000 key_processor.py:70(KeyProcessor)
        1    0.000    0.000    0.000    0.000 base_value.py:143(Value)
        1    0.000    0.000    0.000    0.000 _i.py:5(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:664(Element)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:87(get_default_editor)
        1    0.000    0.000    0.000    0.000 tree.py:1085(Param)
        1    0.000    0.000    0.000    0.000 display_trap.py:32(DisplayTrap)
        4    0.000    0.000    0.000    0.000 cache.py:25(__init__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
        1    0.000    0.000    0.000    0.000 descriptions.py:1(<module>)
       11    0.000    0.000    0.000    0.000 argparse.py:326(<listcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:4196(UseEnum)
        1    0.000    0.000    0.000    0.000 cache.py:73(CachedMetaClass)
        2    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       40    0.000    0.000    0.000    0.000 basedatatypes.py:1992(_validate_rows_cols)
        1    0.000    0.000    0.000    0.000 pydoc.py:1217(TextDoc)
        1    0.000    0.000    0.000    0.000 getargspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _k.py:5(__init__)
        1    0.000    0.000    0.000    0.000 ultratb.py:457(ListTB)
       18    0.000    0.000    0.000    0.000 lexer.py:489(__init__)
        1    0.000    0.000    0.000    0.000 mixed.py:27(MixedObject)
       22    0.000    0.000    0.000    0.000 typing.py:2916(<genexpr>)
       12    0.000    0.000    0.000    0.000 basedatatypes.py:140(_add_square_brackets_to_number)
        4    0.000    0.000    0.000    0.000 basedatatypes.py:4638(figure)
        1    0.000    0.000    0.000    0.000 formatters.py:713(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 iterable.py:524(FakeDict)
        1    0.000    0.000    0.000    0.000 errors.py:11(SyntaxError)
       11    0.000    0.000    0.000    0.000 typing.py:2974(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 base.py:145(__init__)
        1    0.000    0.000    0.000    0.000 iterable.py:260(DictComprehension)
        3    0.000    0.000    0.000    0.000 six.py:604(iteritems)
        1    0.000    0.000    0.000    0.000 formatters.py:868(PDFFormatter)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 minidom.py:345(Attr)
        1    0.000    0.000    0.000    0.000 module.py:37(SubModuleDictMixin)
        1    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        5    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
        4    0.000    0.000    0.000    0.000 _json.py:70(_safe)
       12    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:791(__init__)
       37    0.000    0.000    0.000    0.000 __init__.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 traitlets.py:3016(ObjectName)
        1    0.000    0.000    0.000    0.000 formatters.py:814(JSONFormatter)
        1    0.000    0.000    0.000    0.000 focus.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 key_bindings.py:153(KeyBindingsBase)
        1    0.000    0.000    0.000    0.000 instance.py:90(AbstractInstanceValue)
        2    0.000    0.000    0.000    0.000 basedatatypes.py:1685(_perform_plotly_restyle)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
       26    0.000    0.000    0.000    0.000 inspect.py:3019(return_annotation)
        1    0.000    0.000    0.000    0.000 asttokens.py:36(ASTTextBase)
        1    0.000    0.000    0.000    0.000 minidom.py:473(NamedNodeMap)
       18    0.000    0.000    0.000    0.000 minidom.py:484(__init__)
        1    0.000    0.000    0.000    0.000 validation.py:43(Validator)
        1    0.000    0.000    0.000    0.000 base_value.py:412(ValueSet)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       31    0.000    0.000    0.000    0.000 inspect.py:3015(parameters)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 containers.py:82(Container)
        4    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 containers.py:472(VSplit)
        1    0.000    0.000    0.000    0.000 pathlib.py:536(__str__)
        4    0.000    0.000    0.000    0.000 magic.py:192(mark)
        1    0.000    0.000    0.000    0.000 lexer.py:49(Lexer)
        1    0.000    0.000    0.000    0.000 formatters.py:761(PNGFormatter)
        1    0.000    0.000    0.000    0.000 _template.py:5(Template)
        1    0.000    0.000    0.000    0.000 utils.py:128(<dictcomp>)
       18    0.000    0.000    0.000    0.000 stdlib.py:148(argument_clinic)
        1    0.000    0.000    0.000    0.000 config.py:28(ConfigMagics)
        2    0.000    0.000    0.000    0.000 _parser.py:903(_parse_flags)
        7    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
        8    0.000    0.000    0.000    0.000 argparse.py:672(_get_default_metavar_for_optional)
        2    0.000    0.000    0.000    0.000 traitlets.py:1110(observe_compat)
        1    0.000    0.000    0.000    0.000 containers.py:2646(DynamicContainer)
        1    0.000    0.000    0.000    0.000 syntax_tree.py:50(<dictcomp>)
        6    0.000    0.000    0.000    0.000 pathlib.py:515(_from_parsed_parts)
       16    0.000    0.000    0.000    0.000 base.py:429(_inspect_mapped_object)
       19    0.000    0.000    0.000    0.000 argparse.py:626(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:97(_AndList)
        1    0.000    0.000    0.000    0.000 ansi.py:17(ANSI)
       13    0.000    0.000    0.000    0.000 token.py:10(__init__)
        3    0.000    0.000    0.000    0.000 platform.py:1002(_sys_version)
       19    0.000    0.000    0.000    0.000 argparse.py:881(format_usage)
        1    0.000    0.000    0.000    0.000 controls.py:63(UIControl)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:133(ExpatBuilder)
        1    0.000    0.000    0.000    0.000 nested_update.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 base.py:190(ThreadedCompleter)
        1    0.000    0.000    0.000    0.000 patch_stdout.py:77(StdoutProxy)
        9    0.000    0.000    0.000    0.000 main.py:210(<listcomp>)
        1    0.000    0.000    0.000    0.000 formatters.py:779(JPEGFormatter)
        2    0.000    0.000    0.000    0.000 basevalidators.py:584(in_values)
        1    0.000    0.000    0.000    0.000 style.py:58(StyleMeta)
       22    0.000    0.000    0.000    0.000 decorators.py:56(undoc)
        1    0.000    0.000    0.000    0.000 prefix.py:10(PrefixPart)
        1    0.000    0.000    0.000    0.000 basedatatypes.py:5949(BaseTraceType)
        1    0.000    0.000    0.000    0.000 display.py:809(Image)
        1    0.000    0.000    0.000    0.000 formatters.py:744(SVGFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:852(JavascriptFormatter)
        1    0.000    0.000    0.000    0.000 ipstruct.py:28(Struct)
        1    0.000    0.000    0.000    0.000 excolors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:797(ArgParseConfigLoader)
       18    0.000    0.000    0.000    0.000 stdlib.py:155(f)
        1    0.000    0.000    0.000    0.000 basevalidators.py:1845(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:423(BaseDescriptor)
        1    0.000    0.000    0.000    0.000 formatters.py:797(LatexFormatter)
        1    0.000    0.000    0.000    0.000 minidom.py:1227(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 dimension.py:24(Dimension)
        1    0.000    0.000    0.000    0.000 traitlets.py:1225(EventHandler)
        1    0.000    0.000    0.000    0.000 domreg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pygments.py:66(RegexSync)
        1    0.000    0.000    0.000    0.000 base.py:160(GenericClass)
        5    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
       16    0.000    0.000    0.000    0.000 state.py:407(identity)
        1    0.000    0.000    0.000    0.000 pydoc.py:540(__init__)
        1    0.000    0.000    0.000    0.000 display.py:506(ProgressBar)
        1    0.000    0.000    0.000    0.000 screen.py:150(Screen)
       14    0.000    0.000    0.000    0.000 completer.py:750(completion_matcher)
        1    0.000    0.000    0.000    0.000 traitlets.py:3638(Set)
        1    0.000    0.000    0.000    0.000 ultratb.py:1342(AutoFormattedTB)
        1    0.000    0.000    0.000    0.000 minidom.py:1496(ElementInfo)
        2    0.000    0.000    0.000    0.000 importstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ultratb.py:1245(FormattedTB)
       29    0.000    0.000    0.000    0.000 traitlets.py:2645(subclass_init)
        1    0.000    0.000    0.000    0.000 key_bindings.py:530(ConditionalKeyBindings)
        1    0.000    0.000    0.000    0.000 typing.py:350(_flatten_literal_params)
       16    0.000    0.000    0.000    0.000 state.py:224(transient)
        9    0.000    0.000    0.000    0.000 main.py:211(<listcomp>)
        1    0.000    0.000    0.000    0.000 table_wide.py:1(<module>)
        1    0.000    0.000    0.000    0.000 key_processor.py:424(KeyPressEvent)
        1    0.000    0.000    0.000    0.000 classes.py:606(Completion)
        1    0.000    0.000    0.000    0.000 names.py:447(_ActualTreeParamName)
        1    0.000    0.000    0.000    0.000 param.py:21(ExecutedParamName)
        1    0.000    0.000    0.000    0.000 stdlib.py:653(ItemGetterCallable)
        3    0.000    0.000    0.000    0.000 stdlib.py:712(_create_string_input_function)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
        1    0.000    0.000    0.000    0.000 handlers.py:1497(QueueListener)
        1    0.000    0.000    0.000    0.000 pickleshare.py:286(PickleShareLink)
        1    0.000    0.000    0.000    0.000 tree.py:951(KeywordStatement)
        1    0.000    0.000    0.000    0.000 completer.py:917(CompletionSplitter)
        1    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 html.py:12(HTML)
        1    0.000    0.000    0.000    0.000 analysis.py:29(Error)
       35    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 strdispatch.py:11(StrDispatch)
        1    0.000    0.000    0.000    0.000 style.py:206(Style)
        1    0.000    0.000    0.000    0.000 base.py:692(_DialogList)
        1    0.000    0.000    0.000    0.000 traitlets.py:2184(Instance)
       12    0.000    0.000    0.000    0.000 basevalidators.py:1971(validate_coerce)
        1    0.000    0.000    0.000    0.000 type_var.py:47(TypeVar)
       32    0.000    0.000    0.000    0.000 traitlets.py:3252(subclass_init)
        1    0.000    0.000    0.000    0.000 basedatatypes.py:5694(BaseLayoutType)
        1    0.000    0.000    0.000    0.000 basevalidators.py:1982(InfoArrayValidator)
       28    0.000    0.000    0.000    0.000 lexer.py:353(__init__)
        1    0.000    0.000    0.000    0.000 key_bindings.py:204(KeyBindings)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:895(_resolve_filename)
        1    0.000    0.000    0.000    0.000 display.py:468(SVG)
        1    0.000    0.000    0.000    0.000 buffer.py:135(YankNthArgState)
        1    0.000    0.000    0.000    0.000 base.py:109(BaseStyle)
        2    0.000    0.000    0.000    0.000 reprlib.py:38(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1725(__eq__)
        1    0.000    0.000    0.000    0.000 asttokens.py:92(ASTTokens)
        1    0.000    0.000    0.000    0.000 capture.py:16(RichOutput)
        1    0.000    0.000    0.000    0.000 base.py:26(Completion)
        2    0.000    0.000    0.000    0.000 _templates.py:193(merge_templates)
        1    0.000    0.000    0.000    0.000 unistring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:657(Breakpoint)
        5    0.000    0.000    0.000    0.000 pretty.py:873(for_type_by_name)
        8    0.000    0.000    0.000    0.000 utils.py:14(to_list)
        1    0.000    0.000    0.000    0.000 iterable.py:316(SequenceLiteralValue)
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 enum.py:1569(_high_bit)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:19(FuzzyCompleter)
        1    0.000    0.000    0.000    0.000 context.py:400(CompiledModuleContext)
        1    0.000    0.000    0.000    0.000 function.py:56(FunctionMixin)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:189(SeparateUnicode)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:70(Vt100Parser)
        5    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 pickleshare.py:69(PickleShareDB)
        1    0.000    0.000    0.000    0.000 diff.py:592(_NodesTree)
        1    0.000    0.000    0.000    0.000 vi.py:67(TextObject)
        1    0.000    0.000    0.000    0.000 module_paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:3842(Dict)
        1    0.000    0.000    0.000    0.000 utils.py:98(_C)
        1    0.000    0.000    0.000    0.000 oinspect.py:63(OInfo)
        1    0.000    0.000    0.000    0.000 containers.py:234(HSplit)
        1    0.000    0.000    0.000    0.000 loader.py:224(Config)
        1    0.000    0.000    0.000    0.000 selection.py:37(SelectionState)
        1    0.000    0.000    0.000    0.000 menus.py:49(CompletionsMenuControl)
        8    0.000    0.000    0.000    0.000 __init__.py:17(decorate)
        1    0.000    0.000    0.000    0.000 instance.py:305(TreeInstance)
        1    0.000    0.000    0.000    0.000 timeit.py:86(Timer)
       20    0.000    0.000    0.000    0.000 basedatatypes.py:2976(_send_addTraces_msg)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:785(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:36(<genexpr>)
        1    0.000    0.000    0.000    0.000 classes.py:792(BaseSignature)
